country	confidence	reference_name	checked_name	reason	verdict
Турция	strong	AMARA COMFORT KEMER (EX. LOXIA COMFORT RESORT)	Amara Comfort Resort	одно название содержится в другом	
Турция	strong	RAMADA PLAZA BY WINDHAM ANTALYA	Ramada Plaza by Wyndham Antalya	то же название другим алфавитом	
Турция	strong	KADIKALE RESORT SPA & WELLNESS	Kadikale Resort	одно название содержится в другом	
Турция	strong	SUNLAND RESORT (EX.IMPERIAL SUNLAND RESORT)	Sunland Resort Beldibi	одно название содержится в другом	
Турция	strong	THE BEACHFRONT HOTEL ADULT ONLY 16+	The Beachfront Hotel	одно название содержится в другом	
Турция	strong	SIGNATURE BLUE RESORT KUSADASI (EX. GRAND OZCELIK)	Signature Blue Resort	одно название содержится в другом	
Турция	strong	SWANDOR HOTELS & RESORTS (EX. PGS KIRIS RESORT)	Swandor Hotels & Resorts Kemer	одно название содержится в другом	
Турция	strong	THE NORM ORIENTAL KEMER (EX. ASTERIA KEMER RESORT)	The Norm Oriental	одно название содержится в другом	
Турция	strong	FLORA GARDEN BEACH ADULTS ONLY 16+	Flora Garden Beach	одно название содержится в другом	
Турция	strong	LIBERTY GOLF & RESORT KUSADASI (EX. SEVEN SEAS SEALIGHT ELITE)	Liberty Kusadasi	написание другим алфавитом (88%)	
Турция	strong	SUNPRIME C-LOUNGE ADULTS ONLY 16+	Sunprime C-Lounge	одно название содержится в другом	
Турция	strong	ADAM & EVE HOTEL ADULTS ONLY 16+	Adam & Eve	одно название содержится в другом	
Турция	strong	DIAMOND ELITE HOTEL & SPA ADULTS ONLY 16+	Diamond Elite Hotel & Spa	одно название содержится в другом	
Турция	strong	DIAMOND DE LUXE HOTEL & SPA	Diamond Deluxe Hotel & Spa	написание другим алфавитом (92%)	
Турция	strong	LIMAK ARCADIA GOLF & SPORT RESORT	Limak Arcadia Sport Resort Hotel	написание другим алфавитом (89%)	
Турция	strong	LIMAK ATLANTIS DE LUXE HOTEL & RESORT	Limak Atlantis Deluxe Resort & Hotel	написание другим алфавитом (94%)	
Турция	strong	LA BLANCHE ISLAND BODRUM	La Blanche Island	одно название содержится в другом	
Турция	strong	DELPHIN BOTANIK PLATINUM	Botanik Platinum	одно название содержится в другом	
Турция	strong	CACTUS MIRAGE FAMILY CLUB	Cactus Club Mirage	одно название содержится в другом	
Турция	strong	DOBEDAN WORLD PALACE (EX. ALVA DONNA WORLD PALACE)	Dobedan World Palace Kemer	одно название содержится в другом	
Турция	strong	TUI MAGIC LIFE BODRUM ADULT ONLY 16+ (EX. ERSAN EXCLUSIVE RESORT & SPA)	TUI Magic Life Bodrum	одно название содержится в другом	
Турция	strong	SURAL SARAY ADULTS ONLY 16+	Sural Saray	одно название содержится в другом	
Турция	strong	SUSONA BODRUM (EX. NIKKI BEACH RESORT BODRUM)	Susona Bodrum, LXR Hotels & Resorts	одно название содержится в другом	
Турция	strong	XANADU ISLAND BODRUM	Xanadu Island	одно название содержится в другом	
Турция	strong	THE NORM LE CHIC (EX. KAYA PALAZZO RESORT & RESIDENCES BODRUM)	The Norm Le Chic Bodrum	одно название содержится в другом	
Турция	strong	CASA NONNA BODRUM ADULTS ONLY 16+	Casa Nonna Bodrum	одно название содержится в другом	
Турция	strong	KAYA PALAZZO GOLF RESORT (EX. RIU)	Kaya Palazzo Golf Resort Belek	одно название содержится в другом	
Турция	strong	ELA EXCELLENCE RESORT BELEK (EX. ELA QUALITY RESORT)	Ela Excellence Resort	одно название содержится в другом	
Турция	strong	RIXOS PREMIUM TEKIROVA THE LAND OF LEGENDS FREE ACCESS	Rixos Premium Tekirova	одно название содержится в другом	
Турция	strong	AKRA FETHIYE THE RESIDENCE TUI BLUE SENSATORI ADULTS ONLY 16+	Akra Fethiye The Residence Tui Blue Sensatori	одно название содержится в другом	
Турция	strong	RIXOS PREMIUM GOCEK ADULTS ONLY 13+	Rixos Premium Gocek	одно название содержится в другом	
Турция	strong	RIXOS PREMIUM BELEK THE LAND OF LEGENDS FREE ACCESS	Rixos Premium Belek	одно название содержится в другом	
Турция	strong	REGNUM CARYA GOLF & SPA	Regnum Carya	одно название содержится в другом	
Турция	review	THE NIX HOTEL KEMER (EX. OMORFI GARDEN)	The Nix Hotel	названия похожи, но совпадение короткое	
Турция	review	KAPTAN HOTEL	Smartline Kaptan Hotel	названия похожи, но совпадение короткое	
Турция	review	AKKA CLAROS HOTEL	Akka Suites	названия похожи, но совпадение короткое	
Турция	review	RAMADA RESORT AKBUK	Ramada Resort by Wyndham Akbuk	частичное совпадение слов (67%)	
Турция	review	TIMO DELUXE RESORT	Timo Resort Hotel	названия похожи, но совпадение короткое	
Турция	review	NARCIA RESORT	Narcia Resort Side	названия похожи, но совпадение короткое	
Турция	review	JASMIN BEACH HOTEL BODRUM	Jasmin Beach Hotel	названия похожи, но совпадение короткое	
Турция	review	QUADAS ADULTS ONLY 16+	Quadas	названия похожи, но совпадение короткое	
Турция	review	KAYA SIDE	Side Hotel	названия похожи, но совпадение короткое	
Турция	review	AKRA ANTALYA	Akra Hotel	названия похожи, но совпадение короткое	
Турция	review	LONG BEACH	Long Beach Alanya	названия похожи, но совпадение короткое	
Турция	review	ARIN RESORT (EX. SUNDANCE RESORT)	Barin	названия похожи, но совпадение короткое	
Турция	review	SIRENE SUITES & VILLAS	Sirene Belek Bohemia Suites & Villas	названия похожи, но совпадение короткое	
Турция	review	AKKA HOTELS ANTEDON RESIDENCE VILLAS	Akka Residence	частичное совпадение слов (67%)	
